,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_rate,params_learning_starts,params_lr_schedule,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
10,10,25.00000037252903,2022-08-11 16:45:32.171132,2022-08-11 16:48:37.300574,0 days 00:03:05.129442,256,100000,0.16599268590764313,0.15132300316743025,0.995,1.3197782497047253e-05,0,linear,medium,2,15000,1,COMPLETE
11,11,53.90574577823281,2022-08-11 16:48:37.451288,2022-08-11 16:52:24.457678,0 days 00:03:47.006390,512,100000,0.018767181082385807,0.10783766570623297,0.995,0.0006296547454916295,5000,linear,small,8,15000,4,COMPLETE
12,12,25.00000037252903,2022-08-11 16:52:24.581666,2022-08-11 16:54:32.938119,0 days 00:02:08.356453,100,100000,0.07246224384239493,0.08358709479990803,0.95,0.0005503515430597313,0,constant,small,8,15000,256,COMPLETE
13,13,57.10285381563008,2022-08-11 16:54:33.094218,2022-08-11 16:59:20.581182,0 days 00:04:47.486964,512,100000,0.000276334458191127,0.2400829762555237,0.98,0.00010045995907039212,5000,linear,small,2,5000,1,COMPLETE
14,14,78.01840514484793,2022-08-11 16:59:20.696259,2022-08-11 17:03:34.834024,0 days 00:04:14.137765,256,10000,0.14619038038146517,0.32350896291195,0.995,0.0013867624479450389,1000,linear,small,8,20000,4,COMPLETE
15,15,72.42939200047404,2022-08-11 17:03:35.037628,2022-08-11 17:07:23.867413,0 days 00:03:48.829785,256,10000,0.1497115132118661,0.34840809368498726,0.995,0.0015730919531467126,1000,linear,small,8,20000,8,COMPLETE
16,16,64.44176716003567,2022-08-11 17:07:23.982629,2022-08-11 17:11:53.860966,0 days 00:04:29.878337,256,10000,0.19781728848322425,0.33727508267691475,0.995,0.011465403340221201,1000,linear,medium,1,20000,16,COMPLETE
17,17,25.00000037252903,2022-08-11 17:11:54.038829,2022-08-11 17:14:12.678377,0 days 00:02:18.639548,256,10000,0.13920825280448196,0.2660655378814812,0.995,2.4691714758629356e-05,0,linear,small,2,1000,256,PRUNED
18,18,66.32282142993063,2022-08-11 17:14:12.711544,2022-08-11 17:18:33.733628,0 days 00:04:21.022084,64,10000,0.08010083872609171,0.18642311829763134,0.95,0.00018127914640640413,1000,linear,small,8,15000,1,COMPLETE
19,19,74.13427471686154,2022-08-11 17:18:33.878883,2022-08-11 17:22:31.476165,0 days 00:03:57.597282,100,50000,0.1740504297436955,0.39356619961713,0.999,0.0006345626368761537,0,linear,medium,4,20000,4,COMPLETE
20,20,58.855568832345305,2022-08-11 17:22:31.592214,2022-08-11 17:26:21.447719,0 days 00:03:49.855505,32,10000,0.12816109550110252,0.2992123304358452,0.99,0.026943329864825498,1000,linear,small,8,20000,1,COMPLETE
21,21,75.26696249153466,2022-08-11 17:26:21.920432,2022-08-11 17:30:22.001580,0 days 00:04:00.081148,100,50000,0.1762673877261324,0.39226252082026863,0.999,0.0009754909570866353,0,linear,medium,4,20000,4,COMPLETE
22,22,85.11570940446109,2022-08-11 17:30:22.151488,2022-08-11 17:34:22.505665,0 days 00:04:00.354177,100,50000,0.18022537478292996,0.49132998697646413,0.999,0.0016038865080287266,0,linear,medium,4,20000,4,COMPLETE
23,23,65.9810655945912,2022-08-11 17:34:22.581792,2022-08-11 17:38:02.846943,0 days 00:03:40.265151,100,50000,0.15123994276630545,0.45392267079591414,0.9,0.00023168201560351152,0,linear,medium,4,20000,4,COMPLETE
24,24,90.09528467971832,2022-08-11 17:38:02.999773,2022-08-11 17:42:28.349939,0 days 00:04:25.350166,256,50000,0.187055542729883,0.19484615065928695,0.999,0.0027484358224534496,0,linear,medium,4,15000,4,COMPLETE
25,25,83.32632408794015,2022-08-11 17:42:28.573916,2022-08-11 17:46:35.537373,0 days 00:04:06.963457,256,50000,0.18593132514584068,0.492785409016364,0.999,0.0030612062795716964,0,linear,medium,4,15000,4,COMPLETE
26,26,60.35491528157145,2022-08-11 17:46:35.698549,2022-08-11 17:49:59.233190,0 days 00:03:23.534641,100,50000,0.18418851062386934,0.48642787853514713,0.999,0.012987984712066228,0,linear,medium,4,15000,4,PRUNED
27,27,59.5430780434981,2022-08-11 17:49:59.263952,2022-08-11 17:53:30.687190,0 days 00:03:31.423238,256,50000,0.18701211645413865,0.4751694123742033,0.999,0.03601423340596937,0,linear,medium,4,15000,4,PRUNED
28,28,62.99461628273129,2022-08-11 17:53:30.784271,2022-08-11 17:56:41.890629,0 days 00:03:11.106358,16,50000,0.1598564033082694,0.3776330975754671,0.999,0.0040159422946923285,0,linear,medium,4,15000,4,PRUNED
29,29,25.00000037252903,2022-08-11 17:56:41.969509,2022-08-11 17:58:52.344385,0 days 00:02:10.374876,256,50000,0.18354932119473452,0.49271769314274116,0.999,0.09445304208039444,5000,linear,medium,4,1000,128,PRUNED
30,30,-499.0,2022-08-11 17:58:52.382382,2022-08-11 18:00:24.963498,0 days 00:01:32.581116,128,50000,0.19910897217753182,0.4412768170515121,0.999,0.0030270034341351743,10000,linear,medium,4,1,4,PRUNED
31,31,55.67505226023495,2022-08-11 18:00:25.073976,2022-08-11 18:03:22.249254,0 days 00:02:57.175278,256,50000,0.17086180899563863,0.19871173749289908,0.999,8.155672938519436e-05,0,linear,medium,4,15000,1000,PRUNED
32,32,85.13355640918016,2022-08-11 18:03:22.334189,2022-08-11 18:07:45.309768,0 days 00:04:22.975579,256,50000,0.1581700386701692,0.19959645111687765,0.999,0.000466784726310625,0,linear,medium,4,15000,8,COMPLETE
33,33,78.46240247990936,2022-08-11 18:07:45.713114,2022-08-11 18:13:00.646985,0 days 00:05:14.933871,256,50000,0.18278029411596636,0.2870435534405282,0.999,0.00387780512928119,0,linear,medium,1,10000,8,COMPLETE
34,34,75.98999660294503,2022-08-11 18:13:00.872810,2022-08-11 18:17:27.094774,0 days 00:04:26.221964,256,50000,0.16278204731544532,0.22238920589107672,0.999,0.00035820209473531037,0,constant,medium,4,15000,8,COMPLETE
35,35,55.80807982608676,2022-08-11 18:17:27.166365,2022-08-11 18:20:27.556729,0 days 00:03:00.390364,64,50000,0.1908219078813317,0.10805120894798212,0.999,0.010631941738429417,0,linear,large,4,15000,128,PRUNED
36,36,40.72027348130941,2022-08-11 18:20:27.842952,2022-08-11 18:23:04.650815,0 days 00:02:36.807863,16,50000,0.08746384470382067,0.15563561109921548,0.9999,0.00107511751503797,10000,linear,medium,4,10000,8,PRUNED
37,37,-499.0,2022-08-11 18:23:04.728354,2022-08-11 18:24:39.689047,0 days 00:01:34.960693,32,50000,0.1782905216731689,0.21395164453586524,0.999,0.002582235488850888,0,constant,medium,1,1,8,PRUNED
38,38,62.508666198328136,2022-08-11 18:24:39.717835,2022-08-11 18:28:12.772988,0 days 00:03:33.055153,128,1000000,0.1238744945114933,0.4289471126119526,0.999,0.006838878466810403,20000,linear,medium,4,15000,4,PRUNED
39,39,92.45579193644225,2022-08-11 18:28:12.803075,2022-08-11 18:32:44.751189,0 days 00:04:31.948114,100,50000,0.1555938592853388,0.15502124390195793,0.9,0.0003738837735907163,0,linear,large,2,15000,16,COMPLETE
40,40,61.17648332938552,2022-08-11 21:08:50.063022,2022-08-11 21:13:24.266070,0 days 00:04:34.203048,100,50000,0.10381366286960056,0.07132559821161591,0.9,9.127118070328403e-05,0,constant,large,2,1,16,PRUNED
41,41,90.6116337256506,2022-08-11 21:13:24.356543,2022-08-11 21:19:02.470411,0 days 00:05:38.113868,100,50000,0.1546918474059782,0.15815209680659292,0.9,0.0018611439238947103,0,linear,large,2,15000,16,COMPLETE
42,42,85.924868571572,2022-08-11 21:19:02.764838,2022-08-11 21:24:39.489883,0 days 00:05:36.725045,100,50000,0.15245564278747664,0.15929112144388008,0.9,0.0003907055104404832,0,linear,large,2,15000,16,COMPLETE
43,43,82.66125683281571,2022-08-11 21:24:39.625812,2022-08-11 21:30:05.746925,0 days 00:05:26.121113,100,50000,0.1568201563138791,0.15227705066560546,0.9,0.0001616176737444015,0,linear,large,2,15000,16,COMPLETE
44,44,76.79771470427514,2022-08-11 21:30:05.868586,2022-08-11 21:34:49.863947,0 days 00:04:43.995361,100,1000000,0.1375120005947065,0.12748846100439903,0.9,0.00039064760221084796,20000,linear,large,2,15000,16,COMPLETE
45,45,69.56110845766962,2022-08-11 21:34:50.003275,2022-08-11 21:39:33.804188,0 days 00:04:43.800913,100,50000,0.12084228732189829,0.17972554351955544,0.9,5.546778499767916e-05,0,linear,large,2,15000,16,PRUNED
46,46,82.56880987025798,2022-08-11 21:39:33.892672,2022-08-11 21:44:47.633048,0 days 00:05:13.740376,100,50000,0.1382631422645888,0.05787785231477369,0.9,0.0007837631437476944,5000,linear,large,2,15000,16,COMPLETE
47,47,52.508653407730165,2022-08-11 21:44:47.820235,2022-08-11 21:49:45.127016,0 days 00:04:57.306781,64,50000,0.16955987484899215,0.12768080523877706,0.9,0.0002799185725944583,10000,constant,large,2,5000,16,PRUNED
48,48,92.37802507113665,2022-08-11 21:49:45.247151,2022-08-11 21:55:59.653295,0 days 00:06:14.406144,512,1000000,0.1537463327980773,0.16652875703392664,0.98,0.0004677179797280386,0,linear,large,2,15000,16,COMPLETE
49,49,84.54832949209958,2022-08-11 21:55:59.830971,2022-08-11 22:01:55.637424,0 days 00:05:55.806453,512,1000000,0.11051962727035367,0.16526341739988493,0.98,0.0001491811892090062,0,linear,large,2,15000,16,COMPLETE
50,50,76.45069146286696,2022-08-11 22:01:55.770378,2022-08-11 22:07:27.875053,0 days 00:05:32.104675,512,1000000,0.1485488845735834,0.13115163733295923,0.98,0.005958626493730527,20000,linear,large,2,10000,16,COMPLETE
51,51,90.00844193752854,2022-08-11 22:07:27.974886,2022-08-11 22:13:39.071542,0 days 00:06:11.096656,512,1000000,0.15717760837996317,0.20281936819831733,0.98,0.00046298250947445695,0,linear,large,2,15000,16,COMPLETE
52,52,91.1712974216789,2022-08-11 22:13:39.210478,2022-08-11 22:19:12.030909,0 days 00:05:32.820431,512,1000000,0.14394311425884215,0.24050580285662418,0.98,0.0016299748781344304,0,linear,large,2,15000,16,COMPLETE
53,53,94.99502212759107,2022-08-11 22:19:12.132774,2022-08-11 22:24:52.344178,0 days 00:05:40.211404,512,1000000,0.05967248684803854,0.25771011395931226,0.98,0.002002339051781307,0,linear,large,2,15000,16,COMPLETE
54,54,71.68902459740639,2022-08-11 22:24:52.559152,2022-08-11 22:30:11.180295,0 days 00:05:18.621143,512,1000000,0.06024329690261331,0.2435378235480931,0.98,0.0019885644744112385,0,linear,large,2,1000,16,PRUNED
55,55,92.57042598295956,2022-08-11 22:30:11.242800,2022-08-11 22:35:51.496925,0 days 00:05:40.254125,512,1000000,0.022077085365347214,0.2671348934911371,0.98,0.0010172310427445706,0,linear,large,2,15000,256,COMPLETE
56,56,90.25747574456037,2022-08-11 22:35:51.713649,2022-08-11 22:41:17.584131,0 days 00:05:25.870482,512,1000000,0.031210724220331255,0.2687898075679937,0.98,0.0011001939686064572,0,linear,large,2,15000,256,COMPLETE
57,57,79.00634540095925,2022-08-11 22:41:17.679223,2022-08-11 22:46:26.467834,0 days 00:05:08.788611,512,1000000,0.047376716041391015,0.28857629495221815,0.98,0.0007413856189732704,5000,linear,large,2,5000,256,COMPLETE
58,58,-499.0,2022-08-11 22:46:26.709587,2022-08-11 22:48:43.668100,0 days 00:02:16.958513,512,1000000,0.013620817282838591,0.23279693568213913,0.98,0.8238538982797134,0,constant,large,2,15000,256,PRUNED
59,59,94.3519536357373,2022-08-11 22:48:43.769575,2022-08-11 22:54:17.201862,0 days 00:05:33.432287,512,1000000,0.09317076824416715,0.3186235054416252,0.98,0.0015991778892106509,0,linear,large,2,15000,16,COMPLETE
60,60,67.12722168508917,2022-08-11 22:54:17.325119,2022-08-11 22:58:34.299137,0 days 00:04:16.974018,512,1000000,0.09054618945937742,0.3023589022963684,0.98,0.0013618340339745965,1000,linear,large,2,15000,1000,PRUNED
61,61,93.25580413006246,2022-08-11 22:58:34.387536,2022-08-11 23:04:12.855873,0 days 00:05:38.468337,512,1000000,0.05741895252421474,0.3293408886066529,0.98,0.0018013360564193453,0,linear,large,2,15000,16,COMPLETE
62,62,84.12698842436075,2022-08-11 23:04:13.020673,2022-08-11 23:09:41.879196,0 days 00:05:28.858523,512,1000000,0.06739006309090628,0.3579415535320776,0.98,0.0008496531152376869,0,linear,large,2,15000,16,COMPLETE
63,63,89.29721002075821,2022-08-11 23:09:42.077919,2022-08-11 23:15:18.322056,0 days 00:05:36.244137,512,1000000,0.052155062738246924,0.3173784549558283,0.98,0.005248753214761057,0,linear,large,2,15000,16,COMPLETE
64,64,89.74353078063578,2022-08-11 23:15:18.447722,2022-08-11 23:20:53.258109,0 days 00:05:34.810387,512,1000000,0.004435640472242562,0.25279472451956664,0.99,0.000621549592377405,0,linear,large,2,15000,16,COMPLETE
65,65,90.48976694773883,2022-08-11 23:20:53.388949,2022-08-11 23:26:20.113183,0 days 00:05:26.724234,512,1000000,0.026385934501765927,0.27115421478243873,0.95,0.001288996749666209,0,linear,large,2,1000,256,COMPLETE
66,66,90.79837436117232,2022-08-11 23:26:20.335551,2022-08-11 23:31:38.913117,0 days 00:05:18.577566,512,1000000,0.0360463602926101,0.33807902284225866,0.98,0.002044227975726934,10000,linear,large,2,15000,16,COMPLETE
67,67,68.27695145290345,2022-08-11 23:31:39.104514,2022-08-11 23:35:59.423857,0 days 00:04:20.319343,512,100000,0.07784259574758712,0.3633542580925539,0.98,0.016998526266969505,0,linear,large,2,15000,128,PRUNED
68,68,96.27274643015116,2022-08-11 23:35:59.500453,2022-08-11 23:42:13.654545,0 days 00:06:14.154092,512,1000000,0.057327231215680764,0.2825604922985047,0.98,0.00026496670392466557,0,linear,large,1,15000,16,COMPLETE
69,69,79.68078016955405,2022-08-11 23:42:13.844322,2022-08-11 23:47:15.175210,0 days 00:05:01.330888,32,1000000,0.057745539358732084,0.31749886975127783,0.9999,0.00026487502621607394,0,linear,large,1,5000,1,PRUNED
70,70,61.168237628228965,2022-08-11 23:47:15.258919,2022-08-11 23:52:28.120811,0 days 00:05:12.861892,512,1000000,0.03849129153186891,0.3022196858124554,0.98,4.444255855333241e-05,5000,linear,large,1,1,16,PRUNED
71,71,94.97684469036759,2022-08-11 23:52:28.201740,2022-08-11 23:58:32.791128,0 days 00:06:04.589388,512,1000000,0.09401132472731313,0.2835716954282698,0.98,0.0005645383241134965,0,linear,large,1,15000,16,COMPLETE
72,72,94.6951748078689,2022-08-11 23:58:32.991071,2022-08-12 00:04:40.451328,0 days 00:06:07.460257,512,1000000,0.09281570579886267,0.2813353737778543,0.98,0.0005601558534882985,0,linear,large,1,15000,16,COMPLETE
73,73,92.62478968854994,2022-08-12 00:04:40.624499,2022-08-12 00:10:41.954103,0 days 00:06:01.329604,512,1000000,0.09608890437170373,0.2777570000324945,0.98,0.0001450065981428908,0,linear,large,1,15000,16,COMPLETE
74,74,83.73648461271077,2022-08-12 00:10:42.084919,2022-08-12 00:16:30.358480,0 days 00:05:48.273561,512,1000000,0.09602929226733019,0.2812242528795774,0.98,0.00011928105304280025,0,linear,large,1,15000,256,COMPLETE
75,75,53.39928189367056,2022-08-12 00:16:30.553672,2022-08-12 00:20:20.403494,0 days 00:03:49.849822,512,1000000,0.06888950836912916,0.3337919285058904,0.98,2.321415491859085e-05,1000,linear,large,1,10000,1000,PRUNED
76,76,85.33281233850866,2022-08-12 00:20:20.511631,2022-08-12 00:25:24.841922,0 days 00:05:04.330291,16,1000000,0.08317971922696323,0.258555613056368,0.98,0.0003003223743177229,0,linear,large,1,15000,16,COMPLETE
77,77,80.3148714248091,2022-08-12 00:25:24.971782,2022-08-12 00:31:01.750515,0 days 00:05:36.778733,512,1000000,0.09588582177447504,0.2989155544555814,0.98,0.0002041259378608421,0,constant,small,1,15000,16,PRUNED
78,78,78.06645309086889,2022-08-12 00:31:01.830215,2022-08-12 00:36:22.514306,0 days 00:05:20.684091,512,1000000,0.11148077587152767,0.27591877559209577,0.99,0.0038190044253483867,20000,linear,large,1,15000,16,PRUNED
79,79,92.29675344973802,2022-08-12 00:36:22.596127,2022-08-12 00:41:53.970413,0 days 00:05:31.374286,128,100000,0.07529382678953833,0.31134514812888947,0.95,0.0006076824965453736,0,linear,large,1,15000,128,COMPLETE
